epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
163,2007.68,0.54157,0.3269,0.9824,0.95292,0.91614,0.93243,0.78598,0.81218,0.43365,1.18303,0.000220089,0.000220089,0.000220089
164,2019.99,0.53552,0.33823,0.9817,0.92549,0.90356,0.93824,0.79738,0.80835,0.43744,1.17305,0.00021459,0.00021459,0.00021459
165,2032.35,0.53116,0.33074,0.98297,0.93906,0.90617,0.93396,0.7922,0.81973,0.43616,1.17659,0.00020909,0.00020909,0.00020909
166,2044.64,0.52954,0.31651,0.9732,0.92063,0.90544,0.93111,0.78169,0.82513,0.44296,1.20621,0.000203591,0.000203591,0.000203591
167,2056.97,0.51174,0.31788,0.96556,0.94471,0.90449,0.93682,0.79439,0.81982,0.44238,1.18347,0.000198091,0.000198091,0.000198091
168,2069.27,0.50478,0.31967,0.9626,0.94765,0.8984,0.92706,0.78721,0.82508,0.43996,1.18278,0.000192592,0.000192592,0.000192592
169,2081.61,0.52215,0.32235,0.97402,0.9271,0.89433,0.93219,0.79232,0.82494,0.43568,1.18693,0.000187092,0.000187092,0.000187092
170,2093.91,0.50184,0.31318,0.96202,0.92414,0.90664,0.93803,0.79839,0.81889,0.43144,1.19241,0.000181593,0.000181593,0.000181593
171,2106.21,0.49607,0.31058,0.96066,0.94629,0.89157,0.93002,0.78697,0.81631,0.44396,1.18551,0.000176094,0.000176094,0.000176094
172,2118.53,0.51925,0.31889,0.97136,0.94962,0.89275,0.93157,0.78613,0.81511,0.44886,1.19236,0.000170594,0.000170594,0.000170594
173,2130.91,0.48083,0.2925,0.95311,0.94257,0.91867,0.93178,0.78792,0.81679,0.44372,1.18702,0.000165095,0.000165095,0.000165095
174,2143.2,0.49237,0.31448,0.95895,0.92825,0.91256,0.93539,0.80257,0.81039,0.4287,1.186,0.000159595,0.000159595,0.000159595
175,2155.51,0.50407,0.31377,0.96616,0.94486,0.90914,0.93146,0.79559,0.81291,0.42805,1.19733,0.000154096,0.000154096,0.000154096
176,2167.81,0.50594,0.30803,0.96901,0.95268,0.91296,0.94079,0.79625,0.81772,0.42584,1.20352,0.000148596,0.000148596,0.000148596
177,2180.1,0.49907,0.3137,0.96481,0.9396,0.90693,0.94129,0.79805,0.83179,0.42101,1.19671,0.000143097,0.000143097,0.000143097
